Province;Name;ID;Date;TemperatureMax;TemperatureMin;TemperatureMean;Direction;Racha;Sun;PresMaxima;PresMinima
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-14;14,0;10,4;12,2;11;17,5;0,0;1020,5;1017,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-15;18,7;10,8;14,8;28;11,4;9,5;1020,4;1017,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-16;18,6;13,1;15,8;12;11,7;8,0;1019,8;1016,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-17;19,3;11,0;15,2;14;10,8;10,0;1019,3;1016,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-18;20,4;9,0;14,7;13;8,3;10,0;1020,8;1018,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-19;22,2;7,4;14,8;29;8,3;10,8;1020,5;1014,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-20;27,2;9,1;18,2;34;11,4;10,4;1016,5;1013,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-21;20,7;13,9;17,3;30;15,3;6,3;1019,6;1015,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-22;20,4;11,5;16,0;30;12,8;8,7;1019,4;1014,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-23;16,9;7,7;12,3;29;11,7;8,0;1015,1;1011,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-24;15,0;5,4;10,2;21;8,9;3,2;1016,9;1012,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-25;16,5;4,7;10,6;99;8,3;5,2;1018,2;1015,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-26;17,6;5,2;11,4;25;18,6;10,8;1018,2;1012,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-27;19,8;8,5;14,2;27;8,9;7,2;1023,8;1017,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-28;20,6;12,1;16,4;99;9,7;11,4;1027,6;1023,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-29;20,4;7,9;14,2;13;7,8;11,3;1027,4;1023,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-02;22,7;12,0;17,4;27;11,7;11,8;1019,7;1016,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-03;20,8;9,5;15,2;09;7,8;11,7;1023,6;1019,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-04;20,7;8,0;14,4;12;7,2;11,8;1023,2;1019,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-05;21,9;7,7;14,8;14;9,2;11,8;1020,6;1014,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-06;19,9;11,7;15,8;99;8,9;11,4;1019,3;1017,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-07;19,5;10,0;14,8;09;10,3;11,4;1020,4;1016,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-08;20,0;10,3;15,2;08;9,7;11,2;1021,9;1019,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-09;20,6;12,0;16,3;07;9,2;9,7;1023,7;1020,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-10;20,3;11,2;15,8;12;8,9;11,1;1023,9;1021,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-11;20,8;9,4;15,1;12;9,7;11,2;1023,6;1020,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-12;21,7;9,8;15,8;14;8,3;11,9;1021,2;1017,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-13;29,5;10,9;20,2;99;7,8;11,4;1019,3;1015,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-14;30,5;17,5;24,0;29;12,5;11,2;1017,4;1014,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-15;32,3;19,7;26,0;27;11,7;12,1;1018,1;1014,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-16;23,5;16,8;20,2;28;9,7;8,3;1021,6;1016,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-17;20,9;14,0;17,4;13;9,7;10,6;1019,3;1015,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-18;21,8;12,8;17,3;99;7,2;10,1;1016,1;1010,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-19;21,7;13,0;17,4;17;12,5;8,8;1018,1;1011,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-20;20,7;16,1;18,4;11;16,1;11,0;1020,1;1016,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-21;20,0;15,6;17,8;12;16,4;7,5;1023,4;1019,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-22;20,0;15,2;17,6;12;12,5;8,7;1022,8;1017,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-23;21,9;14,8;18,4;16;7,2;9,7;1018,7;1015,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-24;21,4;12,5;17,0;99;8,3;7,5;1017,7;1014,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-25;22,7;12,1;17,4;12;11,4;10,6;1014,5;1008,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-26;27,5;14,7;21,1;34;8,3;10,5;1009,3;1006,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-27;25,7;15,3;20,5;99;13,9;9,1;1012,6;1007,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-28;15,5;13,3;14,4;11;18,1;0,0;1014,2;1009,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-04-29;15,4;12,7;14,0;09;15,3;0,0;1015,4;1012,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-02;20,8;12,6;16,7;09;7,8;11,9;1020,4;1016,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-03;21,5;11,0;16,2;12;8,3;12,2;1017,5;1013,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-04;21,1;12,1;16,6;14;8,3;10,4;1014,4;1008,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-05;26,0;15,1;20,6;16;11,4;8,8;1015,9;1008,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-06;26,1;14,4;20,2;16;11,7;12,3;1018,3;1015,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-07;25,0;13,1;19,0;11;6,1;11,9;1019,3;1016,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-08;25,1;11,6;18,4;15;7,2;12,7;1018,5;1013,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-09;27,2;12,8;20,0;09;12,8;12,6;1013,3;1006,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-10;26,9;16,5;21,7;20;13,3;6,2;1007,7;1003,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-11;24,3;16,2;20,2;21;11,7;10,5;1008,0;1003,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-12;23,8;14,9;19,4;21;10,8;8,3;1015,6;1007,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-13;25,4;13,8;19,6;18;10,3;11,4;1020,5;1015,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-14;25,6;17,2;21,4;29;9,7;13,0;1024,9;1020,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-15;24,1;14,3;19,2;12;8,9;11,6;1026,1;1023,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-16;25,8;15,8;20,8;99;7,2;11,8;1024,8;1021,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-17;25,5;15,8;20,6;16;7,8;10,7;1022,3;1015,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-18;31,3;13,9;22,6;99;13,3;12,0;1015,7;1011,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-19;22,8;18,2;20,5;26;12,5;12,5;1020,7;1014,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-20;23,7;17,5;20,6;13;8,9;13,0;1021,5;1019,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-21;25,2;16,5;20,8;16;9,2;7,4;1020,2;1015,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-22;27,6;16,8;22,2;16;10,8;12,7;1017,0;1013,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-23;23,8;15,7;19,8;10;8,9;9,6;1019,1;1014,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-24;24,8;16,8;20,8;15;9,2;9,5;1018,6;1014,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-25;27,1;17,2;22,2;15;9,7;12,5;1015,4;1010,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-26;30,7;17,4;24,0;99;8,3;10,7;1013,5;1010,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-27;26,0;18,8;22,4;14;9,7;11,0;1016,6;1013,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-28;26,4;20,2;23,3;16;10,8;8,3;1017,0;1014,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-05-29;29,7;19,0;24,4;99;11,7;8,6;1016,5;1012,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-02;26,7;19,6;23,2;14;9,2;11,8;1017,1;1014,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-03;27,4;18,8;23,1;09;9,7;12,2;1015,5;1012,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-04;29,9;20,3;25,1;15;11,4;12,0;1015,2;1011,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-05;34,2;21,4;27,8;33;13,9;13,5;1015,4;1011,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-06;32,6;20,0;26,3;99;8,3;12,9;1014,8;1011,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-07;27,1;18,8;23,0;99;8,3;12,9;1018,2;1014,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-08;29,0;19,1;24,0;13;7,8;10,6;1016,3;1013,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-09;25,9;18,5;22,2;13;7,8;6,4;1016,5;1013,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-10;26,0;18,3;22,2;13;8,3;9,3;1018,0;1015,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-11;26,4;19,7;23,0;16;7,8;11,0;1017,0;1014,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-12;27,4;18,6;23,0;14;7,8;12,7;1016,0;1012,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-13;28,1;20,2;24,2;14;9,2;12,4;1013,4;1010,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-14;27,4;20,8;24,1;14;9,7;12,1;1014,0;1012,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-15;30,2;21,4;25,8;13;8,9;11,8;1016,3;1013,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-16;30,4;21,8;26,1;14;9,2;12,0;1019,3;1016,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-17;31,6;21,8;26,7;29;8,3;12,7;1018,7;1013,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-18;30,7;22,0;26,4;11;7,2;13,5;1016,4;1012,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-19;30,6;21,6;26,1;16;9,2;12,4;1018,5;1014,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-20;28,4;22,2;25,3;11;8,9;10,7;1018,6;1014,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-21;29,8;20,9;25,4;12;8,3;12,1;1017,4;1014,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-22;29,9;20,3;25,1;14;8,3;13,1;1020,0;1016,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-23;28,3;19,8;24,0;13;8,3;12,2;1020,4;1017,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-24;33,1;22,2;27,6;14;6,7;11,3;1018,7;1013,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-25;33,7;25,0;29,4;26;10,3;6,6;1014,4;1009,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-26;37,4;22,0;29,7;18;10,8;12,3;1011,5;1007,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-27;36,7;22,3;29,5;33;13,3;12,4;1013,2;1008,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-28;32,7;23,0;27,8;30;15,0;12,9;1013,8;1010,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-06-29;30,7;21,3;26,0;30;15,0;12,4;1014,1;1010,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-02;25,8;17,8;21,8;08;10,3;12,4;1022,0;1019,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-03;27,9;17,8;22,8;99;7,8;12,4;1020,6;1017,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-04;27,3;19,7;23,5;14;9,2;12,7;1018,4;1015,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-05;27,5;21,3;24,4;17;8,9;6,8;1016,8;1011,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-06;26,7;21,6;24,2;06;8,3;1,3;1015,8;1012,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-07;32,1;21,5;26,8;17;10,3;11,5;1015,3;1011,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-08;34,0;21,1;27,6;20;11,4;13,0;1015,3;1012,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-09;31,3;21,7;26,5;28;11,7;13,3;1014,0;1011,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-10;30,6;20,4;25,5;14;9,7;13,1;1013,1;1010,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-11;30,4;21,6;26,0;28;8,3;11,9;1015,7;1011,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-12;29,5;22,4;26,0;99;7,2;12,1;1017,3;1014,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-13;30,1;21,9;26,0;29;9,2;12,0;1018,7;1014,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-14;29,8;21,8;25,8;13;9,7;7,1;1017,1;1013,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-15;29,1;23,7;26,4;99;7,8;5,0;1018,4;1015,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-16;29,3;22,7;26,0;17;8,3;11,1;1018,7;1016,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-17;31,0;21,2;26,1;10;7,8;7,0;1017,6;1013,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-18;30,8;22,3;26,6;29;9,2;9,3;1015,6;1010,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-19;32,5;23,0;27,8;05;10,3;12,4;1013,8;1010,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-20;34,2;26,2;30,2;29;12,5;13,3;1012,2;1007,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-21;35,6;24,6;30,1;26;11,9;13,2;1011,2;1008,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-22;30,4;20,3;25,4;29;11,7;13,0;1015,9;1010,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-23;28,1;20,5;24,3;12;8,9;12,5;1017,0;1014,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-24;27,8;19,2;23,5;30;7,8;13,1;1016,4;1012,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-25;28,8;21,3;25,0;14;8,3;12,8;1014,4;1011,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-26;30,3;22,7;26,5;14;8,9;10,1;1014,8;1012,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-27;30,7;22,1;26,4;14;8,3;12,3;1015,5;1012,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-28;28,9;20,9;24,9;13;11,4;12,5;1014,4;1012,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-07-29;30,8;21,2;26,0;99;7,8;11,4;1015,4;1012,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-02;32,4;20,9;26,6;99;8,3;12,3;1016,7;1013,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-03;31,2;21,6;26,4;30;8,9;12,4;1016,6;1012,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-04;31,0;20,6;25,8;14;8,9;12,8;1014,1;1011,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-05;32,9;21,6;27,2;13;8,3;12,2;1014,3;1011,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-06;31,8;22,2;27,0;15;8,3;11,6;1015,3;1012,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-07;31,5;24,8;28,2;13;8,9;11,1;1016,0;1011,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-08;40,3;23,9;32,1;99;13,3;11,1;1012,3;1009,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-09;35,2;22,6;28,9;29;9,7;12,5;1013,9;1010,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-10;28,4;23,6;26,0;28;9,7;6,0;1020,4;1012,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-11;28,7;22,3;25,5;08;8,9;10,5;1020,1;1016,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-12;28,8;20,7;24,8;12;9,7;12,3;1019,5;1017,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-13;28,7;21,7;25,2;12;8,3;10,8;1018,3;1014,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-14;29,2;23,9;26,6;11;9,2;10,7;1016,8;1013,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-15;31,3;23,2;27,2;99;9,7;11,2;1018,0;1015,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-16;28,6;23,1;25,8;13;9,2;11,8;1018,0;1015,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-17;30,2;22,8;26,5;13;8,3;11,6;1018,9;1015,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-18;29,9;22,8;26,4;99;9,2;11,5;1016,9;1013,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-19;29,3;22,0;25,6;14;8,9;10,3;1017,4;1013,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-20;30,3;24,3;27,3;16;8,9;10,9;1018,8;1016,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-21;30,0;23,3;26,6;13;9,2;11,6;1018,5;1015,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-22;30,7;20,7;25,7;12;7,8;11,8;1018,0;1014,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-23;29,7;19,8;24,8;14;8,3;12,0;1016,5;1014,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-24;29,2;20,0;24,6;13;8,9;10,9;1017,4;1014,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-25;30,2;21,4;25,8;28;11,7;6,2;1017,3;1013,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-26;30,5;23,5;27,0;29;9,7;10,3;1015,3;1012,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-27;30,1;24,8;27,4;99;9,7;4,8;1016,1;1011,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-28;28,7;21,0;24,8;10;9,7;3,0;1014,7;1011,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-08-29;28,9;18,2;23,6;04;9,7;4,9;1015,0;1011,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-02;29,1;24,3;26,7;10;9,2;7,5;1019,6;1016,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-03;29,6;22,9;26,2;14;9,2;8,5;1018,7;1013,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-04;38,0;21,3;29,6;32;11,4;11,9;1015,9;1011,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-05;29,6;22,9;26,2;06;9,7;9,3;1021,0;1015,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-06;30,4;20,8;25,6;15;7,8;11,7;1020,6;1016,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-07;28,5;19,6;24,0;13;9,2;10,9;1017,6;1014,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-08;28,7;19,8;24,2;14;8,3;11,0;1015,2;1010,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-09;33,8;18,5;26,2;29;13,9;7,8;1010,9;1006,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-10;32,9;19,8;26,4;29;12,5;11,2;1013,8;1009,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-11;27,6;17,8;22,7;05;7,8;11,5;1014,7;1011,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-12;35,6;19,2;27,4;25;10,8;11,6;1020,1;1011,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-13;28,8;20,9;24,8;99;7,8;11,3;1022,1;1019,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-14;33,3;17,9;25,6;05;9,7;9,3;1019,9;1011,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-15;34,1;21,3;27,7;31;11,4;9,1;1011,8;1008,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-16;29,6;17,6;23,6;34;10,8;11,3;1015,1;1010,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-17;24,2;16,1;20,2;13;7,8;11,3;1018,6;1014,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-18;33,5;17,7;25,6;99;11,7;11,2;1019,2;1015,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-19;27,8;18,7;23,2;28;11,4;11,2;1020,5;1017,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-20;26,0;15,9;21,0;99;7,8;10,4;1019,9;1016,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-21;27,7;14,7;21,2;14;7,2;10,1;1016,9;1014,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-22;26,8;15,7;21,2;99;6,7;10,6;1018,5;1015,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-23;27,9;20,1;24,0;07;9,2;10,4;1020,8;1017,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-24;27,0;17,9;22,4;14;7,8;10,8;1021,0;1019,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-25;33,5;17,4;25,4;04;10,3;10,6;1019,9;1015,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-26;27,2;20,8;24,0;09;11,4;10,2;1019,1;1015,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-27;25,5;20,7;23,1;05;7,8;0,0;1020,9;1018,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-28;27,3;21,7;24,5;99;7,2;5,5;1022,9;1020,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-09-29;26,8;19,7;23,2;07;8,3;10,3;1022,6;1019,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-02;26,7;18,1;22,4;07;7,8;9,9;1022,3;1020,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-03;26,5;19,3;22,9;09;8,3;10,9;1021,9;1019,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-04;26,5;18,5;22,5;09;8,9;9,8;1023,2;1020,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-05;26,6;18,4;22,5;06;8,9;10,8;1022,8;1019,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-06;30,5;15,0;22,8;07;10,8;10,5;1019,5;1014,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-07;26,0;18,4;22,2;07;9,2;7,5;1020,7;1015,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-08;26,5;17,8;22,2;12;8,3;10,4;1020,6;1017,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-09;25,1;16,1;20,6;13;8,9;10,1;1019,8;1017,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-10;24,9;15,3;20,1;12;7,2;10,1;1021,0;1018,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-11;26,0;14,7;20,4;12;7,2;10,0;1024,6;1020,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-12;28,3;17,3;22,8;30;8,3;5,7;1025,6;1022,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-13;29,2;16,4;22,8;99;7,2;5,2;1025,7;1022,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-14;28,0;17,2;22,6;12;7,8;4,4;1024,6;1022,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-15;26,3;15,6;21,0;29;7,8;9,9;1024,5;1021,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-16;25,6;17,6;21,6;11;7,8;9,1;1025,1;1022,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-17;24,0;18,3;21,2;07;7,8;0,6;1024,2;1017,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-18;21,3;16,0;18,6;29;16,1;0,4;1017,6;1012,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-19;24,0;15,4;19,7;30;10,8;2,8;1017,5;1010,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-20;26,9;17,9;22,4;28;15,0;10,0;1021,0;1017,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-21;25,3;17,2;21,2;28;7,8;9,3;1022,6;1020,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-22;23,7;16,1;19,9;30;5,8;10,0;1023,6;1020,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-23;23,8;17,1;20,4;12;8,3;5,8;1024,5;1022,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-24;23,5;16,4;20,0;09;8,3;9,8;1024,5;1022,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-25;24,3;13,3;18,8;29;7,2;9,8;1025,2;1022,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-26;25,7;12,6;19,2;29;7,2;9,8;1026,8;1024,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-27;25,6;12,6;19,1;27;6,7;9,5;1026,7;1021,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-28;23,1;11,6;17,4;10;7,2;8,3;1023,7;1020,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-10-29;24,4;15,1;19,8;08;6,7;9,1;1022,1;1017,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-11-02;22,9;17,7;20,3;99;7,2;4,1;1019,3;1015,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-11-03;23,3;16,3;19,8;29;10,8;0,8;1015,9;1012,0
